性別,年齡,BMI,拳擊,器材,有氧,舞蹈,高強度間歇,瑜伽,肌力訓練,燃脂,減脂瘦身,增加肌肉,增強體魄,舒緩壓力,推薦類型
1.0,3175.0,23.201775009958173,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,779.0,0.0,1.0,-3.0,-2.0,1.0,1.0,-2.0,1.0,-4.0,-4.0,0.0,-5.0,1.0,肌耐力
0.0,3652.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,心肺
1.0,2212.0,24.019124129627514,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,錯誤
0.0,1149.0,16.01961817362005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,肌力
1.0,3859.0,0.0,-3.0,1.0,1.0,1.0,-5.0,1.0,1.0,1.0,0.0,1.0,-4.0,1.0,肌耐力
1.0,48.0,23.647421378967856,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌力
0.0,35.0,-20.013502400298293,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,心肺
1.0,35.0,-17.633099314559203,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
1.0,48.0,24.04400750479267,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌力
1.0,41.0,17.578125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,心肺
1.0,1336.0,19.0311418685121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,心肺
1.0,1255.0,23.8751147842057,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,心肺
1.0,44.0,19.67760790780065,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,心肺
0.0,2631.0,0.0,1.0,1.0,-3.0,0.0,0.0,-5.0,-2.0,0.0,1.0,0.0,0.0,1.0,柔軟度
0.0,12.0,-16.86206090035166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,錯誤
0.0,3750.0,19.503108016362127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,心肺
1.0,1244.0,0.0,1.0,-3.0,-4.0,-2.0,0.0,1.0,0.0,1.0,1.0,0.0,-4.0,-2.0,柔軟度
0.0,1082.0,0.0,-4.0,-5.0,1.0,1.0,1.0,0.0,-3.0,-5.0,1.0,0.0,0.0,1.0,柔軟度
1.0,272.0,24.03020259246565,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,1836.0,0.0,-5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,柔軟度
0.0,26.0,-18.422044828738986,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,柔軟度
1.0,3963.0,22.4913494809689,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,error
1.0,44.0,-22.71495870722546,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,錯誤
1.0,2388.0,0.0,0.0,1.0,-2.0,1.0,0.0,-5.0,-3.0,0.0,-4.0,1.0,-3.0,1.0,肌耐力
1.0,699.0,27.41262685572309,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,柔軟度
0.0,32.0,-25.657885969320308,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,柔軟度
1.0,1995.0,0.0,0.0,-3.0,1.0,1.0,1.0,0.0,0.0,-4.0,0.0,1.0,-2.0,1.0,0000
1.0,23.0,-21.21968540137974,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,心肺
0.0,50.0,-18.475216561335692,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,柔軟度
1.0,1340.0,19.0311418685121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0000
1.0,31.0,-17.13720415762882,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,柔軟度
1.0,2896.0,18.020313488097685,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,心肺
1.0,48.0,23.134595151620086,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
0.0,34.0,-19.986870709969114,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,柔軟度
1.0,4001.0,22.4913494809689,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,錯誤
0.0,2249.0,0.0,0.0,1.0,0.0,-2.0,-5.0,0.0,0.0,-2.0,-4.0,1.0,1.0,0.0,錯誤
1.0,27.0,16.358024691358,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,柔軟度
0.0,45.0,-25.30047959637946,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,肌力
1.0,3831.0,20.64834981987703,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,肌力
0.0,29.0,-13.42718914030606,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,肌耐力
1.0,47.0,-21.099459268227253,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,45.0,22.4913494809689,0.0,1.0,1.0,1.0,-4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,肌耐力
0.0,2215.0,0.0,-4.0,1.0,1.0,-3.0,0.0,1.0,0.0,-4.0,0.0,-4.0,1.0,1.0,錯誤
1.0,1108.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-2.0,0.0,1.0,-3.0,0.0,錯誤
1.0,63.0,-18.5585492336888,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,肌耐力
1.0,47.0,22.73241887379963,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌力
0.0,3856.0,22.44282091537197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,肌力
1.0,1810.0,22.4913494809689,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,肌耐力
0.0,1984.0,19.331571631113825,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,肌耐力
1.0,47.0,-22.41098891653472,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,39.0,15.236053365759258,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,心肺
0.0,1329.0,0.0,1.0,0.0,1.0,-5.0,1.0,-5.0,-3.0,1.0,1.0,1.0,-5.0,1.0,柔軟度
1.0,45.0,-22.701415024117516,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,肌耐力
0.0,34.0,-18.472404193866282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,柔軟度
1.0,2037.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,-5.0,1.0,1.0,1.0,0.0,1.0,柔軟度
1.0,29.0,23.8751147842057,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,心肺
1.0,31.0,18.67652262507766,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌力
1.0,1148.0,12.459055113877993,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,柔軟度
0.0,36.0,-10.615940368941633,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,肌力
1.0,36.0,-18.377931638043496,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,肌耐力
1.0,1028.0,16.358024691358,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,柔軟度
1.0,46.0,-20.7075954667862,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,444.0,17.965505235435927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,肌耐力
0.0,2002.0,26.6666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,肌耐力
1.0,1677.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,柔軟度
1.0,3241.0,18.8189243102864,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,肌力
1.0,1295.0,0.0,-5.0,0.0,-2.0,1.0,0.0,-2.0,0.0,1.0,1.0,0.0,0.0,1.0,肌耐力
0.0,499.0,27.92507943440673,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,心肺
0.0,801.0,21.50746994841092,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,肌耐力
0.0,2050.0,21.83816981342454,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,error
1.0,27.0,-15.071900362101973,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,error
0.0,37.0,-18.179583921434407,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,肌耐力
1.0,50.0,-28.181246356163,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,柔軟度
0.0,836.0,15.981338139314785,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0000
1.0,2194.0,18.41134567824468,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
1.0,2507.0,22.58690837668032,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,柔軟度
1.0,45.0,-28.677754511909146,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,肌力
1.0,466.0,0.0,-3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-4.0,0.0,1.0,1.0,柔軟度
0.0,2715.0,18.96571935964064,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,錯誤
1.0,27.0,-15.775797641674945,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
0.0,1981.0,0.0,0.0,1.0,-5.0,0.0,1.0,-3.0,0.0,1.0,-4.0,1.0,1.0,0.0,錯誤
1.0,586.0,0.0,0.0,-5.0,1.0,0.0,1.0,1.0,1.0,-3.0,-5.0,1.0,-4.0,0.0,肌耐力
1.0,587.0,22.4913494809689,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,柔軟度
0.0,38.0,-24.38014857602953,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,心肺
1.0,333.0,0.0,1.0,0.0,1.0,-4.0,-3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0000
0.0,432.0,0.0,1.0,0.0,0.0,0.0,-4.0,1.0,0.0,-5.0,0.0,1.0,0.0,1.0,柔軟度
0.0,42.0,24.466047276079394,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0000
0.0,2556.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-3.0,1.0,0.0,1.0,1.0,0.0,肌力
1.0,49.0,-21.85817140407564,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,673.0,28.84434181837264,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,肌耐力
1.0,3653.0,22.92174761381165,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,46.0,-20.417968383738803,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,1403.0,22.832298234967517,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,柔軟度
1.0,44.0,-21.431220596324824,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,肌耐力
1.0,41.0,21.2282021735912,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,肌力
1.0,45.0,21.16394876898742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,心肺
0.0,32.0,14.28646633501318,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,error
0.0,1833.0,0.0,0.0,-5.0,1.0,-4.0,1.0,1.0,-3.0,0.0,0.0,1.0,1.0,1.0,柔軟度
0.0,1983.0,0.0,0.0,0.0,-4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000
0.0,45.0,22.61340520216968,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,錯誤
1.0,1686.0,20.362688591776728,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,柔軟度
1.0,453.0,0.0,0.0,1.0,-2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-2.0,心肺
1.0,2352.0,22.4913494809689,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
0.0,26.0,14.054631836769508,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,error
1.0,2546.0,24.78624827204051,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0000
0.0,33.0,18.8189243102864,1.0,-4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,肌力
1.0,50.0,-29.9213964239322,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,柔軟度
0.0,43.0,-24.544180451341127,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,肌力
0.0,49.0,-19.484040690266788,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0000
1.0,19.0,-22.49679564982286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,肌耐力
0.0,451.0,21.77755104760332,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,錯誤
1.0,2937.0,22.27954971306128,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
0.0,1053.0,19.503108016362127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0000
0.0,40.0,26.160887370372137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,柔軟度
0.0,1003.0,29.50911100066937,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,柔軟度
0.0,40.0,-27.11629375864745,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,心肺
1.0,27.0,-29.575447364528607,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,心肺
0.0,32.0,-23.02640525111723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,柔軟度
0.0,55.0,-13.329718375445832,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,肌耐力
1.0,48.0,-20.824625634620357,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,錯誤
0.0,3710.0,24.7310816429666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,肌耐力
1.0,42.0,-26.678928040348268,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,47.0,-26.283270506990323,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,柔軟度
1.0,44.0,-25.62793484811795,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0000
1.0,1656.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.0,-2.0,0.0,肌力
0.0,30.0,-25.97334543133364,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,柔軟度
0.0,2898.0,0.0,0.0,-5.0,0.0,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,1.0,0.0,0000
1.0,4011.0,23.41623797408245,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
0.0,2956.0,28.53170073896616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,心肺
1.0,46.0,22.4913494809689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌力
0.0,22.0,-19.195073153977148,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,肌力
0.0,17.0,-27.558112439784363,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,肌力
1.0,43.0,-24.390589068830625,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,肌耐力
1.0,41.0,23.7332384003797,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,肌力
0.0,36.0,25.92482961185193,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,心肺
0.0,1652.0,24.59568886127879,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,柔軟度
1.0,47.0,22.68645130827273,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,肌力
1.0,3356.0,22.4913494809689,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,柔軟度
1.0,2539.0,0.0,-5.0,0.0,1.0,0.0,1.0,1.0,-3.0,0.0,1.0,1.0,-4.0,1.0,柔軟度
0.0,44.0,-17.065603027466782,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,肌力
0.0,3119.0,21.3039485766758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,肌耐力
1.0,48.0,-28.80657783539537,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,47.0,-22.32377788393845,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,814.0,0.0,-4.0,0.0,1.0,0.0,1.0,0.0,-4.0,1.0,0.0,-2.0,-5.0,-5.0,0000
0.0,35.0,-18.273215718130214,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,肌力
0.0,33.0,-19.37319959968463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,肌耐力
0.0,1989.0,22.9326646006506,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,心肺
0.0,33.0,17.91093905477904,0.0,1.0,1.0,1.0,1.0,-5.0,0.0,1.0,0.0,0.0,1.0,1.0,錯誤
1.0,22.0,23.8751147842057,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,肌耐力
0.0,3247.0,0.0,-5.0,1.0,1.0,-4.0,1.0,-2.0,0.0,1.0,-4.0,1.0,-3.0,0.0,error
1.0,2334.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,0.0,1.0,1.0,1.0,肌耐力
0.0,1781.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-5.0,1.0,-4.0,1.0,-4.0,-4.0,0000
0.0,25.0,-18.49201994290311,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,心肺
1.0,45.0,-17.501674430679394,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,肌耐力
0.0,3758.0,0.0,-2.0,1.0,1.0,-4.0,1.0,1.0,0.0,-5.0,0.0,1.0,1.0,0.0,心肺
0.0,1508.0,0.0,1.0,1.0,-3.0,-4.0,1.0,1.0,-5.0,1.0,0.0,1.0,1.0,-3.0,柔軟度
1.0,47.0,22.77836045409684,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-5.0,0.0,1.0,1.0,0.0,肌耐力
1.0,33.0,-15.828014743388168,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,柔軟度
1.0,42.0,-14.621476799992509,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0000
1.0,2260.0,23.8751147842057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,心肺
0.0,783.0,0.0,0.0,-5.0,-3.0,0.0,1.0,1.0,1.0,-2.0,0.0,-4.0,1.0,1.0,柔軟度
1.0,47.0,-21.54914668296278,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,柔軟度
0.0,31.0,18.8189243102864,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,柔軟度
0.0,28.0,-11.24786349653636,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,心肺
1.0,43.0,-24.18639371093716,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
0.0,3746.0,0.0,-5.0,-5.0,-2.0,0.0,1.0,-2.0,1.0,1.0,0.0,1.0,1.0,-4.0,肌力
0.0,2718.0,17.981698494394728,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,柔軟度
1.0,3107.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-3.0,-2.0,1.0,1.0,肌耐力
1.0,256.0,14.532508327435654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,柔軟度
1.0,50.0,23.635666442047736,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,1558.0,0.0,-4.0,1.0,0.0,-4.0,1.0,0.0,0.0,0.0,-3.0,1.0,-5.0,1.0,心肺
0.0,2783.0,22.545058331322952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,肌力
1.0,2537.0,22.4913494809689,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,肌耐力
1.0,46.0,-16.21061107879276,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,22.0,-15.742698108675425,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,肌力
0.0,3162.0,0.0,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,心肺
1.0,33.0,19.8791026005112,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,心肺
1.0,806.0,22.4913494809689,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,肌耐力
1.0,43.0,19.871892123646926,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,error
1.0,3627.0,14.891692611959494,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,肌耐力
1.0,27.0,23.8751147842057,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,柔軟度
0.0,2295.0,0.0,0.0,-4.0,0.0,1.0,1.0,0.0,0.0,1.0,-4.0,1.0,1.0,-2.0,心肺
1.0,3663.0,22.4913494809689,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,肌耐力
1.0,2574.0,22.751757855457114,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,心肺
1.0,38.0,-13.07982307572404,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,肌耐力
1.0,3547.0,24.44214953150284,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,1790.0,23.8751147842057,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,肌力
1.0,2834.0,0.0,-4.0,0.0,0.0,0.0,-4.0,-2.0,1.0,-5.0,0.0,1.0,1.0,1.0,肌耐力
0.0,1564.0,0.0,-5.0,1.0,0.0,0.0,1.0,0.0,0.0,-5.0,0.0,1.0,1.0,-2.0,心肺
1.0,46.0,-22.77470272332547,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
1.0,26.0,-19.711761752182127,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,柔軟度
0.0,33.0,-16.105317454202506,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,error
0.0,29.0,-21.42016494376734,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,肌力
0.0,2169.0,19.8791026005112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,肌力
1.0,38.0,21.406368669089424,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,柔軟度
0.0,3241.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-4.0,1.0,0.0,1.0,柔軟度
1.0,935.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,-5.0,1.0,0.0,1.0,-3.0,1.0,肌耐力
0.0,3721.0,0.0,-5.0,1.0,0.0,1.0,-5.0,1.0,1.0,-3.0,0.0,0.0,1.0,1.0,柔軟度
1.0,49.0,-25.64487983350989,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,肌耐力
